timestamp,node_name,response_status,simple_count,llm_count,agreement_score,consensus,common_categories,simple_unique,llm_unique,simple_vulnerable_count,simple_potential_count,simple_safe_count,llm_vulnerable_count,llm_potential_count,llm_safe_count,potential_agreement_score,potential_consensus,common_potential_categories,simple_unique_potential,llm_unique_potential,simple_results,llm_results
2025-10-08T06:47:23.953783,createPost_response_2,200,0,1,0.0,llm_only,,,Injection Attacks,0,0,0,1,0,0,0.0,no_potential,,,,[],"[{""detection_name"": ""LLM: SQL Injection"", ""detection"": ""vulnerable"", ""category"": ""Injection Attacks"", ""description"": ""The GraphQL API is executing a SQL query directly, potentially exposing it to SQL injection attacks. The presence of an error message in the response body suggests that the API is not properly sanitizing user input, making it vulnerable to SQL injection attacks."", ""evidence"": ""The response body contains an unexpected error message: \""Error: INSERT INTO posts (id, title, content) VALUES (101, 'Test Post', 'This is a test post'); \"" which indicates a potential SQL injection vulnerability."", ""confidence"": 0.8, ""llm_analysis"": {""is_vulnerable"": true, ""vulnerability_type"": ""SQL Injection"", ""severity"": ""CRITICAL"", ""confidence"": 0.8, ""evidence"": ""The response body contains an unexpected error message: \""Error: INSERT INTO posts (id, title, content) VALUES (101, 'Test Post', 'This is a test post'); \"" which indicates a potential SQL injection vulnerability."", ""explanation"": ""The GraphQL API is executing a SQL query directly, potentially exposing it to SQL injection attacks. The presence of an error message in the response body suggests that the API is not properly sanitizing user input, making it vulnerable to SQL injection attacks.""}}]"
2025-10-08T06:47:28.411498,createPost_response_3,200,0,0,0.0,no_vulnerabilities,,,,0,0,0,0,0,0,0.0,no_potential,,,,[],[]
2025-10-08T06:47:31.368546,createPost_response_4,200,0,0,0.0,no_vulnerabilities,,,,0,0,0,0,0,0,0.0,no_potential,,,,[],[]
2025-10-08T06:47:34.451001,createPost_response_5,200,0,0,0.0,no_vulnerabilities,,,,0,0,0,0,0,0,0.0,no_potential,,,,[],[]
2025-10-08T06:47:36.611790,createPost_response_6,200,0,0,0.0,no_vulnerabilities,,,,0,0,0,0,0,0,0.0,no_potential,,,,[],[]
2025-10-08T06:47:38.476102,createPost_response_7,200,0,0,0.0,no_vulnerabilities,,,,0,0,0,0,0,0,0.0,no_potential,,,,[],[]
2025-10-08T06:47:47.708437,createPost_response_8,,0,1,0.0,llm_only,,,Access Control,0,0,0,1,0,0,0.0,no_potential,,,,[],"[{""detection_name"": ""LLM: query_deny_bypass"", ""detection"": ""vulnerable"", ""category"": ""Access Control"", ""description"": ""The responses indicate that the non-aliased query is access-controlled, but the aliased query is allowed to bypass this control, accessing the same data. This is a clear sign of query deny bypass vulnerability. Although the aliased query returns an error message in the response body, the fact that it still returns data suggests that the vulnerability is CONFIRMED and not just aPotential vulnerability."", ""evidence"": ""The non-aliased query was blocked with a 400 status, while the aliased query succeeded with a 200 status and actual data."", ""confidence"": 0.8, ""llm_analysis"": {""is_vulnerable"": true, ""vulnerability_type"": ""query_deny_bypass"", ""severity"": ""CRITICAL"", ""confidence"": 0.8, ""evidence"": ""The non-aliased query was blocked with a 400 status, while the aliased query succeeded with a 200 status and actual data."", ""explanation"": ""The responses indicate that the non-aliased query is access-controlled, but the aliased query is allowed to bypass this control, accessing the same data. This is a clear sign of query deny bypass vulnerability. Although the aliased query returns an error message in the response body, the fact that it still returns data suggests that the vulnerability is CONFIRMED and not just aPotential vulnerability.""}}]"
2025-10-08T06:47:53.734338,createPost_response_9,,0,1,0.0,llm_only,,,Access Control,0,0,0,1,0,0,0.0,no_potential,,,,[],"[{""detection_name"": ""LLM: query_deny_bypass"", ""detection"": ""vulnerable"", ""category"": ""Access Control"", ""description"": ""Both responses show that the non-aliased (normal) query is blocked with a 400 status and errors, while the aliased query succeeds with a 200 status and data. This suggests that the system is not properly enforcing access control, and that the use of query aliases can bypass these controls, allowing unauthorized access to data. This is a potential vulnerability in the GraphQL API."", ""evidence"": ""Non-aliased (normal) query is blocked with 400 status and errors, while aliased query succeeds with 200 status and data. This indicates that the access control can be bypassed using query aliases."", ""confidence"": 0.9, ""llm_analysis"": {""is_vulnerable"": true, ""vulnerability_type"": ""query_deny_bypass"", ""severity"": ""HIGH"", ""confidence"": 0.9, ""evidence"": ""Non-aliased (normal) query is blocked with 400 status and errors, while aliased query succeeds with 200 status and data. This indicates that the access control can be bypassed using query aliases."", ""explanation"": ""Both responses show that the non-aliased (normal) query is blocked with a 400 status and errors, while the aliased query succeeds with a 200 status and data. This suggests that the system is not properly enforcing access control, and that the use of query aliases can bypass these controls, allowing unauthorized access to data. This is a potential vulnerability in the GraphQL API.""}}]"
2025-10-08T06:47:57.585360,createPost_response_10,400,0,1,0.0,llm_only,,,Injection Attacks,0,0,0,1,0,0,0.0,no_potential,,,,[],"[{""detection_name"": ""LLM: Introspection"", ""detection"": ""vulnerable"", ""category"": ""Injection Attacks"", ""description"": ""An Introspection vulnerability occurs when a GraphQL API exposes its schema, potentially allowing an attacker to deduce the structure of the data and the possible queries. This can lead to information disclosure, essentially allowing an attacker to query specific schema fields, potentially exposing sensitive information. The error message \""Cannot query field \""createPost\"" on type \""Query\""\"" reveals that the GraphQL server is exposing information about the available queries and data fields, signaling the presence of this vulnerability."", ""evidence"": ""The presence of schema error messages, specifically the \""Cannot query field\"" message, indicates that the GraphQL server is exposing information about its schema. This is a clear indicator of an Introspection vulnerability."", ""confidence"": 0.9, ""llm_analysis"": {""is_vulnerable"": true, ""vulnerability_type"": ""Introspection"", ""severity"": ""HIGH"", ""confidence"": 0.9, ""evidence"": ""The presence of schema error messages, specifically the \""Cannot query field\"" message, indicates that the GraphQL server is exposing information about its schema. This is a clear indicator of an Introspection vulnerability."", ""explanation"": ""An Introspection vulnerability occurs when a GraphQL API exposes its schema, potentially allowing an attacker to deduce the structure of the data and the possible queries. This can lead to information disclosure, essentially allowing an attacker to query specific schema fields, potentially exposing sensitive information. The error message \""Cannot query field \""createPost\"" on type \""Query\""\"" reveals that the GraphQL server is exposing information about the available queries and data fields, signaling the presence of this vulnerability.""}}]"
2025-10-08T06:48:02.104226,createPost_response_11,400,0,1,0.0,llm_only,,,Injection Attacks,0,0,0,0,1,0,0.0,llm_potential_only,,,Injection Attacks,[],"[{""detection_name"": ""LLM: Information Disclosure"", ""detection"": ""potential"", ""category"": ""Injection Attacks"", ""description"": ""The error message 'Cannot query field \""createPost\"" on type \""Query\"".' suggests that the 'createPost' field is not intended for the current operation. This could be a field suggestions vulnerability, where the API unintentionally discloses sensitive information about its schema by exposing unallowed fields. The severity is low because the error message is not excessively sensitive and doesn't provide direct data exposure. However, the confidence is medium because the error could still be exploited by an attacker to gather information about the API's schema."", ""evidence"": ""The error message in the response body reveals that the field 'createPost' is not allowed for the type 'Query'. This could be indicative of a field suggestions vulnerability, where the API discloses sensitive information about its schema by exposing unallowed fields."", ""confidence"": 0.8, ""llm_analysis"": {""is_vulnerable"": true, ""vulnerability_type"": ""Information Disclosure"", ""severity"": ""MEDIUM"", ""confidence"": 0.8, ""evidence"": ""The error message in the response body reveals that the field 'createPost' is not allowed for the type 'Query'. This could be indicative of a field suggestions vulnerability, where the API discloses sensitive information about its schema by exposing unallowed fields."", ""explanation"": ""The error message 'Cannot query field \""createPost\"" on type \""Query\"".' suggests that the 'createPost' field is not intended for the current operation. This could be a field suggestions vulnerability, where the API unintentionally discloses sensitive information about its schema by exposing unallowed fields. The severity is low because the error message is not excessively sensitive and doesn't provide direct data exposure. However, the confidence is medium because the error could still be exploited by an attacker to gather information about the API's schema.""}}]"
