timestamp,node_name,response_status,simple_count,llm_count,agreement_score,consensus,common_categories,simple_unique,llm_unique,simple_vulnerable_count,simple_potential_count,simple_safe_count,llm_vulnerable_count,llm_potential_count,llm_safe_count,potential_agreement_score,potential_consensus,common_potential_categories,simple_unique_potential,llm_unique_potential,simple_results,llm_results
2025-10-05T21:42:45.811115,deleteCurrency_response_2,200,0,0,0.0,no_vulnerabilities,,,,0,0,0,0,0,0,0.0,no_potential,,,,[],[]
2025-10-05T21:42:48.198149,deleteCurrency_response_3,200,0,0,0.0,no_vulnerabilities,,,,0,0,0,0,0,0,0.0,no_potential,,,,[],[]
2025-10-05T21:42:49.433280,deleteCurrency_response_4,200,0,0,0.0,no_vulnerabilities,,,,0,0,0,0,0,0,0.0,no_potential,,,,[],[]
2025-10-05T21:42:50.804038,deleteCurrency_response_5,200,0,0,0.0,no_vulnerabilities,,,,0,0,0,0,0,0,0.0,no_potential,,,,[],[]
2025-10-05T21:42:52.272461,deleteCurrency_response_6,200,0,0,0.0,no_vulnerabilities,,,,0,0,0,0,0,0,0.0,no_potential,,,,[],[]
2025-10-05T21:42:53.431237,deleteCurrency_response_7,200,0,0,0.0,no_vulnerabilities,,,,0,0,0,0,0,0,0.0,no_potential,,,,[],[]
2025-10-05T21:42:54.974953,deleteCurrency_response_8,,0,0,0.0,no_vulnerabilities,,,,0,0,0,0,0,0,0.0,no_potential,,,,[],[]
2025-10-05T21:42:57.253198,deleteCurrency_response_9,,0,0,0.0,no_vulnerabilities,,,,0,0,0,0,0,0,0.0,no_potential,,,,[],[]
2025-10-05T21:42:58.949694,deleteCurrency_response_10,400,0,1,0.0,llm_only,,,Injection Attacks,0,0,0,0,0,1,0.0,no_potential,,,,[],"[{""detection_name"": ""LLM: Information Disclosure"", ""detection"": ""safe"", ""category"": ""Injection Attacks"", ""description"": ""The GraphQL response explicitly suggests a valid field name, 'getCurrency', when an invalid 'deleteCurrency' field was attempted. This behavior indicates that the API is disclosing information about its schema (specifically available query fields) through error messages. While not directly an introspection query, the suggestion mechanism provides attackers with valuable hints about the API's structure, which can aid in crafting further targeted queries or discovering sensitive endpoints. This falls under Information Disclosure as it leaks schema details that could be used for reconnaissance."", ""evidence"": ""Cannot query field \""deleteCurrency\"" on type \""Query\"". Did you mean \""getCurrency\""?"", ""confidence"": 0.8, ""llm_analysis"": {""is_vulnerable"": true, ""vulnerability_type"": ""Information Disclosure"", ""severity"": ""LOW"", ""confidence"": 0.8, ""evidence"": ""Cannot query field \""deleteCurrency\"" on type \""Query\"". Did you mean \""getCurrency\""?"", ""explanation"": ""The GraphQL response explicitly suggests a valid field name, 'getCurrency', when an invalid 'deleteCurrency' field was attempted. This behavior indicates that the API is disclosing information about its schema (specifically available query fields) through error messages. While not directly an introspection query, the suggestion mechanism provides attackers with valuable hints about the API's structure, which can aid in crafting further targeted queries or discovering sensitive endpoints. This falls under Information Disclosure as it leaks schema details that could be used for reconnaissance.""}}]"
2025-10-05T21:43:00.890309,deleteCurrency_response_11,400,1,1,0.0,both_detected,,Information Disclosure,Injection Attacks,1,0,0,0,0,1,0.0,no_potential,,,,"[{""detection_name"": ""Field Suggestions Enabled"", ""detection"": ""vulnerable"", ""category"": ""Information Disclosure"", ""description"": ""Field suggestions enabled - potential information disclosure"", ""evidence"": ""Found \""did you mean\"" in error message - field suggestions are enabled""}]","[{""detection_name"": ""LLM: Information Disclosure"", ""detection"": ""safe"", ""category"": ""Injection Attacks"", ""description"": ""The GraphQL API response clearly exhibits a 'field_suggestions' vulnerability, which falls under Information Disclosure. When an invalid field name is queried, the API's error messages provide suggestions for the correct field names. This behavior allows attackers to enumerate the available fields on a type by sending slightly malformed queries, even without prior knowledge of the schema. While not directly leading to data breach or system compromise, it significantly aids in reconnaissance and understanding the API's structure, which can be a stepping stone for more targeted attacks."", ""evidence"": ""The error messages explicitly suggest correct field names: \""Did you mean \\\""abbreviation\\\""?\"", \""Did you mean \\\""symbol\\\""?\"", \""Did you mean \\\""rate\\\""?\"", \""Did you mean \\\""country\\\""?\""."", ""confidence"": 0.9, ""llm_analysis"": {""is_vulnerable"": true, ""vulnerability_type"": ""Information Disclosure"", ""severity"": ""LOW"", ""confidence"": 0.9, ""evidence"": ""The error messages explicitly suggest correct field names: \""Did you mean \\\""abbreviation\\\""?\"", \""Did you mean \\\""symbol\\\""?\"", \""Did you mean \\\""rate\\\""?\"", \""Did you mean \\\""country\\\""?\""."", ""explanation"": ""The GraphQL API response clearly exhibits a 'field_suggestions' vulnerability, which falls under Information Disclosure. When an invalid field name is queried, the API's error messages provide suggestions for the correct field names. This behavior allows attackers to enumerate the available fields on a type by sending slightly malformed queries, even without prior knowledge of the schema. While not directly leading to data breach or system compromise, it significantly aids in reconnaissance and understanding the API's structure, which can be a stepping stone for more targeted attacks.""}}]"
