timestamp,node_name,response_status,simple_count,llm_count,agreement_score,consensus,common_categories,simple_unique,llm_unique,simple_vulnerable_count,simple_potential_count,simple_safe_count,llm_vulnerable_count,llm_potential_count,llm_safe_count,potential_agreement_score,potential_consensus,common_potential_categories,simple_unique_potential,llm_unique_potential,simple_results,llm_results
2025-10-07T18:40:24.344568,todo_response_1,400,0,1,0.0,llm_only,,,Injection Attacks,0,0,0,1,0,0,0.0,no_potential,,,,[],"[{""detection_name"": ""LLM: sql_injection"", ""detection"": ""vulnerable"", ""category"": ""Injection Attacks"", ""description"": ""The error message indicates that the GraphQL server is allowing an argument called \""where\"" on the \""todo\"" query, which is not a part of the expected field's definition. This could be a sign of a poorly validated or unguarded input field, which can be exploited to inject malicious SQL queries. This type of vulnerability would allow an attacker to manipulate the database query, potentially leading to unauthorized data access, modification, or even full control of the database."", ""evidence"": ""The error message 'Unknown argument \""where\"" on field \""Query.todo\"".' suggests that the GraphQL schema is not properly validating user input, which is a common vector for SQL injection attacks. Although the error message itself is not directly exploitable, it implies a lack of validation or sanitization, making it vulnerable to SQL injection."", ""confidence"": 0.9, ""llm_analysis"": {""is_vulnerable"": true, ""vulnerability_type"": ""sql_injection"", ""severity"": ""CRITICAL"", ""confidence"": 0.9, ""evidence"": ""The error message 'Unknown argument \""where\"" on field \""Query.todo\"".' suggests that the GraphQL schema is not properly validating user input, which is a common vector for SQL injection attacks. Although the error message itself is not directly exploitable, it implies a lack of validation or sanitization, making it vulnerable to SQL injection."", ""explanation"": ""The error message indicates that the GraphQL server is allowing an argument called \""where\"" on the \""todo\"" query, which is not a part of the expected field's definition. This could be a sign of a poorly validated or unguarded input field, which can be exploited to inject malicious SQL queries. This type of vulnerability would allow an attacker to manipulate the database query, potentially leading to unauthorized data access, modification, or even full control of the database.""}}]"
2025-10-07T18:40:27.385600,todo_response_2,400,0,0,0.0,no_vulnerabilities,,,,0,0,0,0,0,0,0.0,no_potential,,,,[],[]
2025-10-07T18:40:29.961510,todo_response_3,400,0,0,0.0,no_vulnerabilities,,,,0,0,0,0,0,0,0.0,no_potential,,,,[],[]
2025-10-07T18:40:35.447602,todo_response_4,400,0,0,0.0,no_vulnerabilities,,,,0,0,0,0,0,0,0.0,no_potential,,,,[],[]
2025-10-07T18:40:38.170973,todo_response_5,400,0,1,0.0,llm_only,,,Injection Attacks,0,0,0,1,0,0,0.0,no_potential,,,,[],"[{""detection_name"": ""LLM: path_injection"", ""detection"": ""vulnerable"", ""category"": ""Injection Attacks"", ""description"": ""The provided GraphQL response contains an error indicating that the field \""todo\"" has an unknown argument \""path\"". This suggests that the field is being accessed with user-inputted data, which is a common attack vector for path injection. The high severity is due to the potential for arbitrary access to internal paths and files, which can lead to a serious security risk."", ""evidence"": ""Error in the response body indicates an attempt to access a non-existent field in the GraphQL schema using a variable \""path\""."", ""confidence"": 0.8, ""llm_analysis"": {""is_vulnerable"": true, ""vulnerability_type"": ""path_injection"", ""severity"": ""HIGH"", ""confidence"": 0.8, ""evidence"": ""Error in the response body indicates an attempt to access a non-existent field in the GraphQL schema using a variable \""path\""."", ""explanation"": ""The provided GraphQL response contains an error indicating that the field \""todo\"" has an unknown argument \""path\"". This suggests that the field is being accessed with user-inputted data, which is a common attack vector for path injection. The high severity is due to the potential for arbitrary access to internal paths and files, which can lead to a serious security risk.""}}]"
2025-10-07T18:40:42.099805,todo_response_6,400,0,1,0.0,llm_only,,,Injection Attacks,0,0,0,1,0,0,0.0,no_potential,,,,[],"[{""detection_name"": ""LLM: HTML Injection"", ""detection"": ""vulnerable"", ""category"": ""Injection Attacks"", ""description"": ""The error message \""Unknown argument \""html\"" on field \""Query.todo\""\"" suggests that a malicious input containing \""html\"" was passed to the GraphQL API. This could potentially allow an attacker to inject malicious HTML code and conduct XSS attacks on users who interact with the vulnerable endpoint. This is a high-confidence finding as the error message directly indicates an unknown argument, which is a strong indicator of an HTML injection vulnerability."", ""evidence"": ""The response contains an error message indicating an unknown argument \""html\"" on field \""Query.todo\"", which suggests that an unencoded or malicious \""html\"" value was passed as input, leading to a potential HTML injection vulnerability."", ""confidence"": 0.9, ""llm_analysis"": {""is_vulnerable"": true, ""vulnerability_type"": ""HTML Injection"", ""severity"": ""CRITICAL"", ""confidence"": 0.9, ""evidence"": ""The response contains an error message indicating an unknown argument \""html\"" on field \""Query.todo\"", which suggests that an unencoded or malicious \""html\"" value was passed as input, leading to a potential HTML injection vulnerability."", ""explanation"": ""The error message \""Unknown argument \""html\"" on field \""Query.todo\""\"" suggests that a malicious input containing \""html\"" was passed to the GraphQL API. This could potentially allow an attacker to inject malicious HTML code and conduct XSS attacks on users who interact with the vulnerable endpoint. This is a high-confidence finding as the error message directly indicates an unknown argument, which is a strong indicator of an HTML injection vulnerability.""}}]"
2025-10-07T18:40:45.205762,todo_response_7,,0,0,0.0,no_vulnerabilities,,,,0,0,0,0,0,0,0.0,no_potential,,,,[],[]
2025-10-07T18:40:49.233368,todo_response_8,,0,0,0.0,no_vulnerabilities,,,,0,0,0,0,0,0,0.0,no_potential,,,,[],[]
2025-10-07T18:40:55.016275,todo_response_9,400,0,0,0.0,no_vulnerabilities,,,,0,0,0,0,0,0,0.0,no_potential,,,,[],[]
2025-10-07T18:41:02.657817,todo_response_10,400,0,1,0.0,llm_only,,,Injection Attacks,0,0,0,0,1,0,0.0,llm_potential_only,,,Injection Attacks,[],"[{""detection_name"": ""LLM: Information Disclosure"", ""detection"": ""potential"", ""category"": ""Injection Attacks"", ""description"": ""The error message is not a traditional error message, but rather a validation failure. This indicates that the GraphQL API is disclosing information about the schema, which could be used for reconnaissance or to plan an attack. Specifically, the error message 'Cannot query field \""t\"" on type \""Todo\"".' suggests that the field 't' is not a valid field on the 'Todo' type, implying that the schema is exposing field suggestions. This could allow an attacker to gather information about the schema and potentially plan a more targeted attack."", ""evidence"": ""The error message 'Cannot query field \""t\"" on type \""Todo\"".' suggests that the GraphQL API is exposing field suggestions or schema information."", ""confidence"": 0.8, ""llm_analysis"": {""is_vulnerable"": true, ""vulnerability_type"": ""Information Disclosure"", ""severity"": ""MEDIUM"", ""confidence"": 0.8, ""evidence"": ""The error message 'Cannot query field \""t\"" on type \""Todo\"".' suggests that the GraphQL API is exposing field suggestions or schema information."", ""explanation"": ""The error message is not a traditional error message, but rather a validation failure. This indicates that the GraphQL API is disclosing information about the schema, which could be used for reconnaissance or to plan an attack. Specifically, the error message 'Cannot query field \""t\"" on type \""Todo\"".' suggests that the field 't' is not a valid field on the 'Todo' type, implying that the schema is exposing field suggestions. This could allow an attacker to gather information about the schema and potentially plan a more targeted attack.""}}]"
