timestamp,node_name,response_status,simple_count,llm_count,agreement_score,consensus,common_categories,simple_unique,llm_unique,simple_vulnerable_count,simple_potential_count,simple_safe_count,llm_vulnerable_count,llm_potential_count,llm_safe_count,potential_agreement_score,potential_consensus,common_potential_categories,simple_unique_potential,llm_unique_potential,simple_results,llm_results
2025-10-07T18:35:18.058447,posts_response_2,400,0,1,0.0,llm_only,,,Injection Attacks,0,0,0,1,0,0,0.0,no_potential,,,,[],"[{""detection_name"": ""LLM: sql_injection"", ""detection"": ""vulnerable"", ""category"": ""Injection Attacks"", ""description"": ""The error message 'Unknown argument \""filter\"" on field \""Query.posts\"".' suggests that the GraphQL schema is vulnerable to SQL injection. The 'filter' argument could potentially be used to inject malicious SQL code if it is not validated properly. This is a critical vulnerability as it could allow an attacker to extract or modify sensitive data, and potentially even execute arbitrary SQL code with elevated privileges."", ""evidence"": ""The response contains a validation error message indicating that there is an unknown argument 'filter' on a field, which could potentially be used to inject malicious SQL code."", ""confidence"": 0.9, ""llm_analysis"": {""is_vulnerable"": true, ""vulnerability_type"": ""sql_injection"", ""severity"": ""CRITICAL"", ""confidence"": 0.9, ""evidence"": ""The response contains a validation error message indicating that there is an unknown argument 'filter' on a field, which could potentially be used to inject malicious SQL code."", ""explanation"": ""The error message 'Unknown argument \""filter\"" on field \""Query.posts\"".' suggests that the GraphQL schema is vulnerable to SQL injection. The 'filter' argument could potentially be used to inject malicious SQL code if it is not validated properly. This is a critical vulnerability as it could allow an attacker to extract or modify sensitive data, and potentially even execute arbitrary SQL code with elevated privileges.""}}]"
2025-10-07T18:35:22.722228,posts_response_3,400,0,1,0.0,llm_only,,,Injection Attacks,0,0,0,1,0,0,0.0,no_potential,,,,[],"[{""detection_name"": ""LLM: xss_injection"", ""detection"": ""vulnerable"", ""category"": ""Injection Attacks"", ""description"": ""The GraphQL server returned an error message with a suspicious script tag (<script>alert('xss')</script>), which could be used to inject malicious JavaScript code. This is a clear indication of a Cross-Site Scripting (XSS) vulnerability. An attacker could potentially use this vulnerability to inject malicious script tags in the client-side code, resulting in a security risk to the users of the application."", ""evidence"": ""The presence of <script>alert('xss')</script> in the error message indicates a suspicious script tag, which could be reflected by the server and used in a Cross-Site Scripting attack."", ""confidence"": 1.0, ""llm_analysis"": {""is_vulnerable"": true, ""vulnerability_type"": ""xss_injection"", ""severity"": ""HIGH"", ""confidence"": 1.0, ""evidence"": ""The presence of <script>alert('xss')</script> in the error message indicates a suspicious script tag, which could be reflected by the server and used in a Cross-Site Scripting attack."", ""explanation"": ""The GraphQL server returned an error message with a suspicious script tag (<script>alert('xss')</script>), which could be used to inject malicious JavaScript code. This is a clear indication of a Cross-Site Scripting (XSS) vulnerability. An attacker could potentially use this vulnerability to inject malicious script tags in the client-side code, resulting in a security risk to the users of the application.""}}]"
2025-10-07T18:35:24.042126,posts_response_4,400,0,0,0.0,no_vulnerabilities,,,,0,0,0,0,0,0,0.0,no_potential,,,,[],[]
2025-10-07T18:35:26.682800,posts_response_5,400,0,1,0.0,llm_only,,,Injection Attacks,0,0,0,1,0,0,0.0,no_potential,,,,[],"[{""detection_name"": ""LLM: os_command_injection"", ""detection"": ""vulnerable"", ""category"": ""Injection Attacks"", ""description"": ""The presence of an unknown argument named \""osCmd\"" on a field named \""Query.posts\"" is a strong indicator of an attempted os command injection. This is a critical vulnerability as it allows an attacker to execute arbitrary system commands on the server, potentially leading to unauthorized access, data manipulation, or even server compromise."", ""evidence"": ""The response contains an error message indicating that an unknown argument \""osCmd\"" was provided on the field \""Query.posts\"", suggesting that an attempt to inject a system command was made."", ""confidence"": 0.95, ""llm_analysis"": {""is_vulnerable"": true, ""vulnerability_type"": ""os_command_injection"", ""severity"": ""CRITICAL"", ""confidence"": 0.95, ""evidence"": ""The response contains an error message indicating that an unknown argument \""osCmd\"" was provided on the field \""Query.posts\"", suggesting that an attempt to inject a system command was made."", ""explanation"": ""The presence of an unknown argument named \""osCmd\"" on a field named \""Query.posts\"" is a strong indicator of an attempted os command injection. This is a critical vulnerability as it allows an attacker to execute arbitrary system commands on the server, potentially leading to unauthorized access, data manipulation, or even server compromise.""}}]"
2025-10-07T18:35:34.201212,posts_response_6,400,0,1,0.0,llm_only,,,Injection Attacks,0,0,0,1,0,0,0.0,no_potential,,,,[],"[{""detection_name"": ""LLM: path_injection"", ""detection"": ""vulnerable"", ""category"": ""Injection Attacks"", ""description"": ""The GraphQL response indicates that an attempt was made to access a field 'posts' with an argument 'path', which is not a valid field. This could be a sign of a path injection attack, where an attacker is trying to manipulate the GraphQL query to access unauthorized fields or data. The 'path' argument is likely being used to traverse the file system or directory structure, potentially leading to a path injection vulnerability. Further analysis would be required to confirm the severity of the issue, but based on the evidence, it is likely a HIGH-severity vulnerability."", ""evidence"": ""The error message indicates an attempt to access a field 'posts' with an argument 'path', suggesting a potential path injection attempt."", ""confidence"": 0.8, ""llm_analysis"": {""is_vulnerable"": true, ""vulnerability_type"": ""path_injection"", ""severity"": ""HIGH"", ""confidence"": 0.8, ""evidence"": ""The error message indicates an attempt to access a field 'posts' with an argument 'path', suggesting a potential path injection attempt."", ""explanation"": ""The GraphQL response indicates that an attempt was made to access a field 'posts' with an argument 'path', which is not a valid field. This could be a sign of a path injection attack, where an attacker is trying to manipulate the GraphQL query to access unauthorized fields or data. The 'path' argument is likely being used to traverse the file system or directory structure, potentially leading to a path injection vulnerability. Further analysis would be required to confirm the severity of the issue, but based on the evidence, it is likely a HIGH-severity vulnerability.""}}]"
2025-10-07T18:35:36.011977,posts_response_7,400,0,1,0.0,llm_only,,,Injection Attacks,0,0,0,0,1,0,0.0,llm_potential_only,,,Injection Attacks,[],"[{""detection_name"": ""LLM: HTML Injection"", ""detection"": ""potential"", ""category"": ""Injection Attacks"", ""description"": ""The GraphQL API rejected the query due to an expected syntax error, but in doing so, it revealed an HTML injection vulnerability. This allows an attacker to inject arbitrary HTML code into the response, potentially leading to cross-site scripting attacks."", ""evidence"": ""The response body contains an HTML tag (<p>Hello <span>World!</span></p>) within the error message, indicating a potential HTML injection vulnerability."", ""confidence"": 0.9, ""llm_analysis"": {""is_vulnerable"": true, ""vulnerability_type"": ""HTML Injection"", ""severity"": ""MEDIUM"", ""confidence"": 0.9, ""evidence"": ""The response body contains an HTML tag (<p>Hello <span>World!</span></p>) within the error message, indicating a potential HTML injection vulnerability."", ""explanation"": ""The GraphQL API rejected the query due to an expected syntax error, but in doing so, it revealed an HTML injection vulnerability. This allows an attacker to inject arbitrary HTML code into the response, potentially leading to cross-site scripting attacks.""}}]"
2025-10-07T18:35:40.678132,posts_response_8,,0,1,0.0,llm_only,,,Access Control,0,0,0,1,0,0,0.0,no_potential,,,,[],"[{""detection_name"": ""LLM: query_deny_bypass"", ""detection"": ""vulnerable"", ""category"": ""Access Control"", ""description"": ""The presence of errors in the non-aliased response ('Syntax Error: Expected \""{\"", found \"":\"".') but successful data in the aliased response suggests that the system allows accessing forbidden fields through the use of query aliases. This is a critical vulnerability as it allows for unauthorized data exposure."", ""evidence"": ""Non-aliased query is blocked with a 400 status code and errors, while the aliased query returns 200 with data. This indicates a clear bypass of access control."", ""confidence"": 1.0, ""llm_analysis"": {""is_vulnerable"": true, ""vulnerability_type"": ""query_deny_bypass"", ""severity"": ""CRITICAL"", ""confidence"": 1.0, ""evidence"": ""Non-aliased query is blocked with a 400 status code and errors, while the aliased query returns 200 with data. This indicates a clear bypass of access control."", ""explanation"": ""The presence of errors in the non-aliased response ('Syntax Error: Expected \""{\"", found \"":\"".') but successful data in the aliased response suggests that the system allows accessing forbidden fields through the use of query aliases. This is a critical vulnerability as it allows for unauthorized data exposure.""}}]"
2025-10-07T18:35:47.341844,posts_response_9,,0,1,0.0,llm_only,,,Access Control,0,0,0,1,0,0,0.0,no_potential,,,,[],"[{""detection_name"": ""LLM: query_deny_bypass"", ""detection"": ""vulnerable"", ""category"": ""Access Control"", ""description"": ""The GraphQL API appears to have a query deny bypass vulnerability. The non-aliased query is blocked with a status code 400, indicating an error. However, the aliased query, which uses a query alias, succeeds with a status code 200 and returns actual data. Although the aliased query itself contains a syntax error, it still manages to bypass access control and return data. This behavior is suspicious and warrants further investigation."", ""evidence"": ""Non-aliased query blocked with errors (Status 400) while aliased query succeeds with data (Status 200). Aliased query has a syntax error, but still returns data."", ""confidence"": 0.9, ""llm_analysis"": {""is_vulnerable"": true, ""vulnerability_type"": ""query_deny_bypass"", ""severity"": ""HIGH"", ""confidence"": 0.9, ""evidence"": ""Non-aliased query blocked with errors (Status 400) while aliased query succeeds with data (Status 200). Aliased query has a syntax error, but still returns data."", ""explanation"": ""The GraphQL API appears to have a query deny bypass vulnerability. The non-aliased query is blocked with a status code 400, indicating an error. However, the aliased query, which uses a query alias, succeeds with a status code 200 and returns actual data. Although the aliased query itself contains a syntax error, it still manages to bypass access control and return data. This behavior is suspicious and warrants further investigation.""}}]"
2025-10-07T18:35:49.994966,posts_response_10,400,0,1,0.0,llm_only,,,Injection Attacks,0,0,0,1,0,0,0.0,no_potential,,,,[],"[{""detection_name"": ""LLM: Introspection Vulnerability"", ""detection"": ""vulnerable"", ""category"": ""Injection Attacks"", ""description"": ""Introspection is a security risk because it allows an attacker to infer the schema's structure and potentially identify vulnerabilities in the resolvers, which can be used to launch targeted attacks. The provided error message suggests that the GraphQL schema is vulnerable to introspection, enabling an attacker to discover the available types, fields, and their relationships within the schema."", ""evidence"": ""The error message 'Cannot query field \""types\"" on type \""PostsPage\"".' suggests that the GraphQL schema is exposing an introspection query. Introspection is a feature that allows clients to query a GraphQL schema, potentially revealing sensitive information."", ""confidence"": 0.9, ""llm_analysis"": {""is_vulnerable"": true, ""vulnerability_type"": ""Introspection Vulnerability"", ""severity"": ""HIGH"", ""confidence"": 0.9, ""evidence"": ""The error message 'Cannot query field \""types\"" on type \""PostsPage\"".' suggests that the GraphQL schema is exposing an introspection query. Introspection is a feature that allows clients to query a GraphQL schema, potentially revealing sensitive information."", ""explanation"": ""Introspection is a security risk because it allows an attacker to infer the schema's structure and potentially identify vulnerabilities in the resolvers, which can be used to launch targeted attacks. The provided error message suggests that the GraphQL schema is vulnerable to introspection, enabling an attacker to discover the available types, fields, and their relationships within the schema.""}}]"
2025-10-07T18:35:54.494069,posts_response_11,400,0,1,0.0,llm_only,,,Injection Attacks,0,0,0,0,1,0,0.0,llm_potential_only,,,Injection Attacks,[],"[{""detection_name"": ""LLM: Information Disclosure"", ""detection"": ""potential"", ""category"": ""Injection Attacks"", ""description"": ""Field suggestions can potentially lead to information disclosure, as it could indirectly expose not only the available fields but potentially sensitive or unauthorized information. The error message does not directly expose the suggested fields but the presence of 'Cannot query field \""suggestedFields\"" on type \""Post\""' implies it's trying to query a field that is not expected to be directly queried."", ""evidence"": ""The error message 'Fragment cannot be spread here as objects of type \""PostsPage\"" can never be of type \""Post\"".' indirectly suggests a potentially sensitive field '_at_ 'suggestedFields' is being queried."", ""confidence"": 0.8, ""llm_analysis"": {""is_vulnerable"": true, ""vulnerability_type"": ""Information Disclosure"", ""severity"": ""MEDIUM"", ""confidence"": 0.8, ""evidence"": ""The error message 'Fragment cannot be spread here as objects of type \""PostsPage\"" can never be of type \""Post\"".' indirectly suggests a potentially sensitive field '_at_ 'suggestedFields' is being queried."", ""explanation"": ""Field suggestions can potentially lead to information disclosure, as it could indirectly expose not only the available fields but potentially sensitive or unauthorized information. The error message does not directly expose the suggested fields but the presence of 'Cannot query field \""suggestedFields\"" on type \""Post\""' implies it's trying to query a field that is not expected to be directly queried.""}}]"
